RANK,COMPANY,HQ CITY,HQ STATE,INDUSTRY,RANK IN INDUSTRY,SCORE OVERALL,SCORE ENVIRONMENTAL CONCERNS,SCORE SOCIAL CONCERNS,SCORE CORPORATE GOVERNANCE CONCERNS
400,FIS,Jacksonville,Florida,Software & Telecommunications,41,72.35,88.93,46.33,81.87
401,"Essential Utilities, Inc.",Bryn Mawr,Pennsylvania,Energy & Utilities,30,72.35,69.65,70.55,76.92
402,Voya Financial,New York,New York,Financial,34,72.34,80.74,53.91,82.46
403,Fox Factory,Duluth,Georgia,Automotive & Components,14,72.28,72.84,64.57,79.52
404,Tradeweb Markets,New York,New York,Financial,35,72.28,63.21,70.32,83.37
405,Timken,North Canton,Ohio,Capital Goods,45,72.2,82.75,61.91,72.03
406,APA Corp,Houston,Texas,Energy & Utilities,31,72.18,62.11,70.57,83.91
407,Jack Henry & Associates,Monett,Missouri,Financial,36,72.15,65.6,69.81,81.12
408,Lennox International,Richardson,Texas,Capital Goods,46,72.11,68.45,76.4,71.53
409,Global Payments,Atlanta,Georgia,Financial,37,72.11,84.42,49.63,82.34
410,Booking Holdings,Norwalk,Connecticut,"Hotels, Dining & Leisure",9,72.07,71.93,69.15,75.19
411,Omega Healthcare Investors,Hunt Valley,Maryland,Real Estate & Housing,32,72.04,77.05,71.53,67.61
412,Crestwood,Houston,Texas,Energy & Utilities,32,72.03,62.92,86.85,66.4
413,Hostess Brands,Lenexa,Kansas,Consumer Goods,38,71.94,72.25,68.94,74.72
414,Invesco,Atlanta,Georgia,Financial,38,71.93,80.57,63.85,71.46
415,Donaldson,Bloomington,Minnesota,Capital Goods,47,71.93,77.09,68.79,69.98
416,Sims,Rye,New York,Materials & Chemicals,37,71.89,77.85,72.69,65.21
417,Worthington Industries,Columbus,Ohio,Materials & Chemicals,38,71.89,85.26,51.19,79.3
418,ITT,White Plains,New York,Capital Goods,48,71.82,77.14,73.13,65.28
419,Avayas,Durham,North Carolina,Software & Telecommunications,42,71.76,82.26,56.21,76.88
420,Hess,New York,New York,Energy & Utilities,33,71.76,80.47,66.29,68.6
421,Medical Properties Trust,Birmingham,Alabama,Real Estate & Housing,33,71.68,71.34,68.74,75.04
422,Amedisys,Baton Rouge,Louisiana,Health Care & Life Sciences,38,71.63,70.33,70.7,73.92
423,Henry Schein,Melville,New York,Health Care & Life Sciences,39,71.62,59.79,71.6,83.54
424,Life Time,Chanhassen,Minnesota,"Hotels, Dining & Leisure",10,71.61,76.75,72.73,65.44
425,Realty Income,San Diego,California,Real Estate & Housing,34,71.58,59.88,77.2,77.72
426,Omnicom Group,New York,New York,Professional Services,17,71.57,72.69,62.89,79.21
427,Upwork,Santa Clara,California,Professional Services,18,71.57,72.76,75.53,66.49
428,Avanos Medical,Alpharetta,Georgia,Health Care & Life Sciences,40,71.56,74.03,69.16,71.56
429,Helmerich & Payne,Tulsa,Oklahoma,Energy & Utilities,34,71.56,58.57,62.47,93.7
430,Marsh McLennan,New York,New York,Professional Services,19,71.55,67.1,66.88,80.74
431,Liberty Media,Englewood,Colorado,"Hotels, Dining & Leisure",11,71.53,72.89,66.47,75.3
432,Entergy,New Orleans,Louisiana,Energy & Utilities,35,71.51,52.28,100,62.32
433,Scotts Miracle-Gro,Marysville,Ohio,Materials & Chemicals,39,71.51,75.09,76.32,63.18
434,Devon Energy,Oklahoma City,Oklahoma,Energy & Utilities,36,71.44,69.92,66.43,78.03
435,TreeHouse Foods,Oak Brook,Illinois,Consumer Goods,39,71.39,77.81,69.03,67.41
436,AIG,New York,New York,Financial,39,71.37,53.17,71.98,89.01
437,Ormat Technologies,Reno,Nevada,Energy & Utilities,37,71.3,65.21,77.18,71.59
438,Hecla Mining,Coeur d'Alene,Idaho,Materials & Chemicals,40,71.27,82.78,62.05,69.07
439,TimkenSteel,Canton,Ohio,Materials & Chemicals,41,71.23,83.2,50.51,80.08
440,Cboe Global Markets,Chicago,Illinois,Financial,40,71.23,80.87,75.33,57.58
441,Ryman Hospitality Properties,Nashville,Tennessee,Real Estate & Housing,35,71.22,71.73,73.69,68.3
442,Lincoln Electric,Cleveland,Ohio,Capital Goods,49,71.08,74.71,73.13,65.47
443,Kosmos Energy,Dallas,Texas,Energy & Utilities,38,71.05,67.23,63.91,82.09
444,Vornado Realty Trust,New York,New York,Real Estate & Housing,36,71.05,89.06,52.5,71.69
445,Insulet Corporation,Acton,Massachusetts,Health Care & Life Sciences,41,71.02,75.8,66.24,71.1
446,ADT,Boca Raton,Florida,Professional Services,20,71,75.42,62.47,75.2
447,Fortinet,Sunnyvale,California,Technology Hardware,51,70.99,73.29,51.43,88.32
448,Steelcase,Grand Rapids,Michigan,Consumer Goods,40,70.98,83.13,66.51,63.38
449,Pebblebrook Hotel Trust,Bethesda,Maryland,"Hotels, Dining & Leisure",12,70.94,71.44,77.08,64.37
450,Carrier,Palm Beach Gardens,Florida,Capital Goods,50,70.92,71.91,62.26,78.66
451,Xenia Hotels & Resorts,Orlando,Florida,Real Estate & Housing,37,70.92,73.72,63.98,75.12
452,Roper Technologies,Sarasota,Florida,Technology Hardware,52,70.91,79.67,64.66,68.47
453,XPO Logistics,Greenwich,Connecticut,Transport & Logistics,10,70.88,64.21,67.85,80.66
454,Louisiana-Pacific,Nashville,Tennessee,Capital Goods,51,70.76,67.37,68.51,76.47
455,Americold Realty Trust,Atlanta,Georgia,Real Estate & Housing,38,70.67,79.42,67.49,65.19
456,Snap-on,Kenosha,Wisconsin,Capital Goods,52,70.55,78.05,60.92,72.74
457,Evoqua Water Technologies,Pittsburgh,Pennsylvania,Capital Goods,53,70.53,74.24,62.4,75.03
458,Teledyne Technologies,Thousand Oaks,California,Technology Hardware,53,70.47,77.21,66.02,68.24
459,Range Resources,Fort Worth,Texas,Energy & Utilities,39,70.37,71.68,60.24,79.26
460,Oil States International,Houston,Texas,Energy & Utilities,40,70.34,79.82,66.49,64.79
461,Expeditors International of Washington,Seattle,Washington,Transport & Logistics,11,70.33,70.94,68.78,71.34
462,AAR,Wood Dale,Illinois,Transport & Logistics,12,70.32,67.81,58.69,84.54
463,Annaly Capital Management,New York,New York,Real Estate & Housing,39,70.3,76.08,57.92,76.96
464,Textron,Providence,Rhode Island,Capital Goods,54,70.29,80.99,49.51,80.46
465,Howard Hughes,The Woodlands,Texas,Real Estate & Housing,40,70.29,74.02,62.56,74.35
466,The Allstate,Northbrook,Illinois,Financial,41,70.26,64.48,78.22,68.15
467,AT&T,Dallas,Texas,Software & Telecommunications,43,70.17,83.99,54.28,72.31
468,Ceridian,Minneapolis,Minnesota,Software & Telecommunications,44,70.17,79.3,60.36,70.92
469,Portland General Electric,Portland,Oregon,Energy & Utilities,41,70.16,62.93,80.69,66.92
470,Citizens Financial,Providence,Rhode Island,Financial,42,70.14,66.05,75.49,68.93
471,Innospec,Englewood,Colorado,Materials & Chemicals,42,70.13,76.5,61.37,72.61
472,Leslie's,Phoenix,Arizona,Retail,17,70.06,67.46,74.98,67.81
473,MKS Instruments,Andover,Massachusetts,Technology Hardware,54,70.06,65.08,70.48,74.67
474,Avis Budget Group,Parsippany,New Jersey,Professional Services,21,70.05,61.77,61.42,87
475,TransDigm,Cleveland,Ohio,Capital Goods,55,70.02,77.38,61,71.76
476,THOR Industries,Elkhart,Indiana,Automotive & Components,15,69.99,69.59,60.6,79.85
477,Brinker International,Dallas,Texas,"Hotels, Dining & Leisure",13,69.98,72.55,65.55,71.9
478,DTE Energy,Detroit,Michigan,Energy & Utilities,42,69.97,64.59,72.02,73.35
479,Allison Transmission,Indianapolis,Indiana,Capital Goods,56,69.94,68.14,59.58,82.16
480,Dun & Bradstreet,Jacksonville,Florida,Financial,43,69.89,53.92,73.01,82.8
481,Clearway Energy,New Jersey,New Jersey,Energy & Utilities,43,69.88,67.04,67.15,75.53
482,Domino's Pizza,Ann Arbor,Michigan,"Hotels, Dining & Leisure",14,69.86,72.25,64.45,72.96
483,Spire,Saint Louis,Missouri,Energy & Utilities,44,69.79,62.83,81.11,65.49
484,SunPower,San Jose,California,Energy & Utilities,45,69.78,82.73,67.47,59.23
485,Hawkins,Roseville,Minnesota,Materials & Chemicals,43,69.74,79.21,59.38,70.71
486,Energizers,Saint Louis,Missouri,Consumer Goods,41,69.69,54.59,67.79,86.75
487,YETIs,Austin,Texas,Consumer Goods,42,69.64,67.03,66.67,75.3
488,DiamondRock Hospitality,Bethesda,Maryland,Real Estate & Housing,41,69.61,81.72,62.79,64.41
489,Tyson Foods,Springdale,Arkansas,Consumer Goods,43,69.57,70.47,59.72,78.59
490,Honeywell International,Charlotte,North Carolina,Capital Goods,57,69.55,74.96,61.41,72.37
491,Advanced Drainage Systems,Hilliard,Ohio,Energy & Utilities,46,69.54,71.37,66.03,71.27
492,United Parcel Service,Atlanta,Georgia,Transport & Logistics,13,69.52,54.6,74.37,79.65
493,Wabash National,Lafayette,Indiana,Capital Goods,58,69.45,66.52,62.88,79.02
494,Citrix Systems,Fort Lauderdale,Florida,Software & Telecommunications,45,69.42,66.98,64.16,77.2
495,Veritiv,Atlanta,Georgia,Materials & Chemicals,44,69.36,70.47,61.55,76.14
496,Reliance Worldwide Corporation,Atlanta,Georgia,Capital Goods,59,69.35,73.27,63.91,70.96
497,GoDaddy,Tempe,Arizona,Software & Telecommunications,46,69.35,68.39,55.63,84.11
498,Callaway,Carlsbad,California,Consumer Goods,44,69.35,81.32,60.83,65.97
499,Interface,Atlanta,Georgia,Professional Services,22,69.34,61.9,62.15,84.04
500,Horace Mann Educators,Springfield,Illinois,Financial,44,69.32,72.79,69.2,66.05
501,Discover,Riverwoods,Illinois,Financial,45,69.3,78.37,66.91,62.69
502,Alaska Air,Seattle,Washington,Transport & Logistics,14,69.28,67.78,67.36,72.77
503,Dexcom,San Diego,California,Health Care & Life Sciences,42,69.27,74.64,57.72,75.51
504,Ventas,Chicago,Illinois,Real Estate & Housing,42,69.27,68.66,64.96,74.25
505,The ODP,Boca Raton,Florida,Retail,18,69.26,67.58,66.31,73.95
506,Pactiv Evergreen,Lake Forest,Illinois,Materials & Chemicals,45,69.25,74.67,63.45,69.7
507,Movado,Paramus,New Jersey,Consumer Goods,45,69.2,52.11,71.86,83.69
508,Sealed Air,Charlotte,North Carolina,Materials & Chemicals,46,69.18,69.15,61.4,77.06
509,Caesars Entertainment,Reno,Nevada,"Hotels, Dining & Leisure",15,69.13,63.23,81.46,62.77
510,First Horizon,Memphis,Tennessee,Financial,46,69.12,69.22,64.71,73.51
511,Advanced Energy Industries,Denver,Colorado,Energy & Utilities,47,69.12,70.57,62.61,74.24
512,Haemonetics,Boston,Massachusetts,Health Care & Life Sciences,43,69.1,62.81,71.7,72.85
513,Denbury,Plano,Texas,Energy & Utilities,48,69.09,58.91,70.81,77.61
514,Trex,Winchester,Virginia,Capital Goods,60,69.01,72.91,68.11,66.08
515,Park Hotels & Resorts,Tysons,Virginia,Real Estate & Housing,43,68.96,70.34,65.43,71.17
516,Applied Industrial Technologies,Cleveland,Ohio,Capital Goods,61,68.82,61.35,62.35,82.82
517,Marriott Vacations Worldwide,Orlando,Florida,"Hotels, Dining & Leisure",16,68.79,62.45,62.54,81.45
518,BWX Technologies,Lynchburg,Virginia,Capital Goods,62,68.76,68.2,62.77,75.38
519,Pacific Premier,Irvine,California,Financial,47,68.75,55.83,74.7,75.78
520,American Airlines,Fort Worth,Texas,Transport & Logistics,15,68.72,69.18,67.73,69.34
521,KB Home,Los Angeles,California,Real Estate & Housing,44,68.68,56.36,73.59,76.16
522,McGRATH,Livermore,California,Capital Goods,63,68.67,80.57,58.88,66.64
523,Cousins Properties,Atlanta,Georgia,Real Estate & Housing,45,68.65,70.89,65.19,69.94
524,Ulta Beauty,Bolingbrook,Illinois,Retail,19,68.61,68.85,68.06,68.99
525,Manitowoc,Milwaukee,Wisconsin,Capital Goods,64,68.59,77.32,61,67.54
526,Renewable Energy Group,Ames,Iowa,Energy & Utilities,49,68.57,78.31,73.15,54.33
527,Taylor Morrison,Scottsdale,Arizona,Real Estate & Housing,46,68.55,48.6,67,90.11
528,Antero Midstream,Denver,Colorado,Energy & Utilities,50,68.55,61.57,78.41,65.73
**,Winnebago Industries,Eden Prairie,Minnesota,Automotive & Components,**,68.55,61.31,55.03,89.36
529,ConocoPhillips,Houston,Texas,Energy & Utilities,51,68.53,75.98,54.29,75.4
530,Unifi,Greensboro,North Carolina,Materials & Chemicals,47,68.51,80.44,47.9,77.26
531,Valvoline,Lexington,Kentucky,Automotive & Components,16,68.5,67.9,60.42,77.25
532,Blackbaud,Charleston,South Carolina,Software & Telecommunications,47,68.49,82.76,43.88,78.91
533,Progress Software,Burlington,Massachusetts,Software & Telecommunications,48,68.41,80.3,45.16,79.86
534,Entegris,Billerica,Massachusetts,Health Care & Life Sciences,44,68.38,77.58,53.44,74.19
535,Trimble,Sunnyvale,California,Software & Telecommunications,49,68.36,68.66,69.94,66.56
536,Brookfield Business,New York,New York,Capital Goods,65,68.36,71.73,56.57,76.84
537,Chart Industries,Ball Ground,Georgia,Capital Goods,66,68.33,75.07,63.28,66.7
538,Knight-Swift Transportation,Phoenix,Arkansas,Transport & Logistics,16,68.27,61.65,67.84,75.39
539,Consolidated Communications,Mattoon,Illinois,Software & Telecommunications,50,68.27,70.82,69.66,64.39
540,Ally Financial,Detroit,Michigan,Financial,48,68.26,57.91,70.67,76.26
541,The Container Store,Coppell,Texas,Retail,20,68.26,77.7,52.19,74.95
542,Flowserve,Irving,Texas,Capital Goods,67,68.2,68.25,54.99,81.42
543,Vontier,Raleigh,North Carolina,Technology Hardware,55,68.14,60.66,69.46,74.37
544,Qorvo,Greensboro,North Carolina,Technology Hardware,55,68.14,78.73,54.76,71.02
545,Arcosa,Dallas,Texas,Capital Goods,68,68.13,66.01,63.46,74.98
546,The AZEK,Chicago,Illinois,Capital Goods,69,68.1,59.77,67.82,76.78
547,Spirit AeroSystemss,Wichita,Kansas,Capital Goods,70,68.09,74.5,68.59,61.26
548,Synchrony Financial,Stamford,Connecticut,Financial,49,68.09,66.44,71.13,66.77
549,Spectrum Brands,Middleton,Wisconsin,Consumer Goods,46,68.09,65.87,59.51,78.96
550,Paycom Software,Oklahoma City,Oklahoma,Software & Telecommunications,51,68.04,66.57,55.4,82.23
551,Truist Financial Corporation,Charlotte,North Carolina,Financial,50,68,58.41,73,72.63
552,Automatic Data Processing,Roseland,New Jersey,Software & Telecommunications,52,67.97,66.16,61.88,75.95
553,The Cheesecake Factory,Calabasas,California,"Hotels, Dining & Leisure",17,67.97,78.74,55.23,70.02
554,Ashland,Wilmington,Delaware,Materials & Chemicals,48,67.95,75.36,45.48,83.09
555,Ameriprise Financial,Minneapolis,Minnesota,Financial,51,67.93,62.29,56.11,85.47
556,NRG Energy,Houston,Texas,Energy & Utilities,52,67.93,58.47,74.54,70.84
557,Jefferies Financial,New York,New York,Financial,52,67.91,69.66,55.58,78.56
558,Black Knight,Jacksonville,Florida,Financial,53,67.9,75.68,63.84,64.25
559,Wabtec,Pittsburgh,Pennsylvania,Transport & Logistics,17,67.77,69.38,48.45,85.54
560,LKQ,Chicago,Illinois,Retail,21,67.73,69.83,58.76,74.67
561,Cooper Companies,San Ramon,California,Health Care & Life Sciences,45,67.66,68.83,70.9,63.31
562,Mondelez International,Chicago,Illinois,Consumer Goods,47,67.61,68.15,71.66,63.1
563,Performance Food,Richmond,Virginia,Retail,22,67.57,64.17,67,71.61
564,Vulcan Materials,Birmingham,Alabama,Capital Goods,71,67.57,67.47,78.92,56.38
565,Acuity Brands,Atlanta,Georgia,Capital Goods,72,67.39,79.69,56.51,66.05
566,Semtech,Camarillo,California,Technology Hardware,57,67.37,62.3,74.64,65.24
567,Ducommun,Santa Ana,California,Capital Goods,73,67.27,72.24,68.09,61.56
568,Allegiant Travel,Las Vegas,Nevada,Transport & Logistics,18,67.25,42.07,76.32,83.4
569,Union Pacific,Omaha,Nebraska,Transport & Logistics,19,67.21,74.58,55.39,71.72
570,Meritor,Troy,Michigan,Automotive & Components,17,67.2,67.1,62.58,72
571,Tyler Technologies,Plano,Texas,Software & Telecommunications,53,67.2,70.03,74.82,56.81
572,Bath & Body Works,Columbus,Ohio,Retail,23,67.17,69.28,63.47,68.83
573,Varex Imaging,Salt Lake City,Utah,Health Care & Life Sciences,46,67.01,81,48.29,71.81
574,Standard Motor Products,Long Island City,New York,Automotive & Components,18,66.99,77.52,64.32,59.21
575,IDACORP,Boise,Idaho,Energy & Utilities,53,66.97,61.2,73.31,66.45
576,Royal Gold,Denver,Colorado,Energy & Utilities,54,66.96,58.21,70.58,72.13
577,Papa John's International,Louisville,Kentucky,"Hotels, Dining & Leisure",18,66.92,62.24,63.08,75.5
578,EOG Resources,Houston,Texas,Energy & Utilities,55,66.92,60.82,80.95,59.06
579,NextEra Energy,Juno Beach,Florida,Energy & Utilities,56,66.89,51.49,84.6,64.63
580,Albany International,Rochester,New Hampshire,Capital Goods,74,66.88,60.72,62.97,77
581,Axalta Coating Systems,Glen Mills,Pennsylvania,Materials & Chemicals,49,66.87,72.66,57.97,70.07
582,STORE Capital,Scottsdale,Arkansas,Real Estate & Housing,47,66.87,56.13,63.33,81.21
583,Tronox,Stamford,Connecticut,Materials & Chemicals,50,66.84,55.77,67.39,77.41
584,Extra Space Storage,Salt Lake City,Utah,Real Estate & Housing,48,66.83,85.18,47.55,67.84
585,Alamo Group,Seguin,Texas,Transport & Logistics,20,66.79,81.96,51.32,67.18
586,Mission Produce,Oxnard,California,Consumer Goods,48,66.77,67.12,61.45,71.79
587,Carlisle Companies,Scottsdale,Arizona,Materials & Chemicals,51,66.75,74.98,57.44,67.9
588,MSA Safety,Cranberry Township,Pennsylvania,Professional Services,23,66.6,90.15,54.75,54.99
589,Archrock,Houston,Texas,Energy & Utilities,57,66.48,56.05,72.25,71.21
590,Dorman Products,Colmar,Pennsylvania,Automotive & Components,19,66.46,73.6,57.93,67.93
591,Upbound,Plano,Texas,Retail,24,66.32,55.38,66.16,77.49
592,Highwoods Properties,Raleigh,North Carolina,Real Estate & Housing,49,66.28,66.56,64.14,68.21
593,Kroger,Cincinnati,Ohio,Retail,25,66.27,82.28,52.85,63.76
594,Modine Manufacturing,Racine,Wisconsin,Capital Goods,75,66.19,72.24,51.06,75.34
595,Brady,Milwaukee,Wisconsin,Professional Services,24,66.17,62.17,63.74,72.67
596,Planet Fitness,Hampton,New Hampshire,"Hotels, Dining & Leisure",19,66.15,70.19,64.58,63.75
597,New Jersey Resources,Wall,New Jersey,Energy & Utilities,58,66.09,58.6,72.58,67.16
598,F5,Seattle,Washington,Software & Telecommunications,54,66.09,70.19,59.05,69.1
599,Novanta,Bedford,Massachusetts,Health Care & Life Sciences,47,66.04,78.38,44.31,75.5
600,Steel Dynamics,Fort Wayne,Indiana,Energy & Utilities,59,65.99,66.14,69.91,61.98