RANK,COMPANY,HQ CITY,HQ STATE,INDUSTRY,RANK IN INDUSTRY,SCORE OVERALL,SCORE ENVIRONMENTAL CONCERNS,SCORE SOCIAL CONCERNS,SCORE CORPORATE GOVERNANCE CONCERNS
401,Simpson Manufacturing Company,Pleasanton,CA,Capital Goods,52,73.69,68.9,78.01,74.24
402,Range Resources,Fort Worth,TX,Energy & Utilities,31,73.69,74.72,64.37,82.06
403,FIS,Jacksonville,FL,Technology,50,73.69,78.93,62.34,79.88
404,Axalta Coating Systems,Glen Mills,PA,Materials & Chemicals,31,73.67,77.36,61.24,82.5
405,Cintas,Cincinnati,OH,Retail & Consumer Goods,57,73.65,77.32,68.82,74.88
406,Fiserv,Milwaukee,WI,Technology,51,73.62,65.75,68.12,87.06
407,U.S. Silica,Katy,TX,Materials & Chemicals,32,73.44,75.71,68.29,76.41
408,PPL,Allentown,PA,Energy & Utilities,32,73.44,70.91,76.69,72.79
409,Matson,Honolulu,HI,Transport & Logistics,10,73.43,61.04,75.83,83.49
410,Alcoa,Pittsburgh,PA,Materials & Chemicals,33,73.4,62.79,80.25,77.23
411,Ashland,Wilmington,DE,Materials & Chemicals,34,73.39,75.89,61.46,82.9
412,Nordson,Westlake,OH,Capital Goods,53,73.37,67.94,78.61,73.63
413,Starbucks,Seattle,WA,"Hotels, Dining & Leisure",9,73.27,62.5,75.21,82.15
414,Green Plains,Omaha,NE,Materials & Chemicals,35,73.26,72.13,71.85,75.88
415,American Vanguard,Newport Beach,CA,Materials & Chemicals,36,73.24,76.7,64.94,78.17
416,Standard Motor Products,Long Island City,NY,Automotive & Components,14,73.22,78.59,67.83,73.32
417,JBT,Chicago,IL,Technology,52,73.2,83.7,70.97,65.01
418,ITT,White Plains,NY,Capital Goods,54,73.19,81.81,63.36,74.5
419,RPM International,Medina,OH,Materials & Chemicals,37,73.15,88.79,65.67,65.08
420,Parker-Hannifin,Cleveland,OH,Capital Goods,55,73.14,77.42,67.65,74.42
421,Hanesbrands,Winston-Salem,NC,Retail & Consumer Goods,58,73.07,95.1,56.38,67.83
422,Ducommun,Costa Mesa,CA,Capital Goods,56,73.07,75.42,63.41,80.44
423,Trimble,Sunnyvale,CA,Technology,53,73.04,70.18,80.0,69.0
424,AECOM,Dallas,TX,Professional Services,57,73.01,66.78,70.95,81.37
425,Knowles,Itasca,IL,Technology,54,73.01,79.93,66.98,72.19
426,axcelis,Beverly,MA,Technology,55,73.01,88.91,61.3,68.89
427,Compass Minerals,Overland Park,KS,Materials & Chemicals,38,73.0,67.01,75.66,76.39
428,F5,Seattle,WA,Technology,56,72.99,70.38,64.81,83.84
429,Brinker International,Dallas,TX,"Hotels, Dining & Leisure",10,72.97,73.07,73.46,72.47
430,Scotts Miracle-Gro,Marysville,OH,Materials & Chemicals,39,72.95,77.76,75.92,65.26
431,LCI Industries,Elkhart,IN,Automotive & Components,15,72.94,67.76,61.21,89.93
432,Darling Ingredients,Irving,TX,Retail & Consumer Goods,59,72.93,72.74,64.18,81.94
433,Travel + Leisure Co.,Orlando,FL,"Hotels, Dining & Leisure",11,72.85,69.9,69.69,79.03
434,Corteva Agriscience,Indianapolis,IN,"Health Care, Life Sciences & Pharmaceuticals",35,72.84,68.03,73.39,77.18
435,Adtalem Global Education,Chicago,IL,Professional Services,17,72.81,74.3,71.79,72.43
436,ConocoPhillips,Houston,TX,Energy & Utilities,33,72.79,83.28,60.03,75.14
437,Booz Allen Hamilton,McLean,VA,Media & Telecommunications,17,72.77,71.86,71.4,75.12
438,Eastman,Kingsport,TN,Materials & Chemicals,40,72.75,58.96,86.99,72.36
439,Devon Energy,Oklahoma City,OK,Energy & Utilities,34,72.73,76.36,61.75,80.14
440,Generac,Waukesha,WI,Energy & Utilities,35,72.7,79.07,66.94,72.17
441,Array Technologies,Albuquerque,NM,Energy & Utilities,36,72.66,69.85,65.62,82.59
442,Marsh McLennan,New York City,NY,Professional Services,18,72.65,75.66,67.86,74.52
443,Southwest Airlines,Dallas,TX,Transport & Logistics,11,72.64,65.64,81.3,71.06
444,Tennant Company,Eden Prairie,MN,Capital Goods,58,72.64,72.34,73.52,72.13
445,Kilroy Realty,Los Angeles,CA,Real Estate & Housing,38,72.58,86.77,61.79,69.27
446,Citizens Financial,Providence,RI,Financial,37,72.54,65.84,80.58,71.26
447,Simon Property Group,Indianapolis,IN,Retail & Consumer Goods,60,72.52,82.45,65.05,70.15
448,H.B. Fuller,St. Paul,MN,Technology,57,72.52,74.47,69.13,74.04
449,AutoZone,Memphis,TN,Automotive & Components,16,72.45,64.95,70.39,82.09
450,Envista,Brea,CA,"Health Care, Life Sciences & Pharmaceuticals",36,72.45,85.31,62.8,69.33
451,Merit Medical Systems,South Jordan,UT,"Health Care, Life Sciences & Pharmaceuticals",37,72.38,77.45,58.14,81.61
452,Allison Transmission,Indianapolis,IN,Capital Goods,59,72.36,73.27,57.18,86.72
453,AZZ,Fort Worth,TX,Capital Goods,60,72.35,76.08,58.95,77.69
454,La-Z-Boy,Monroe,MI,Real Estate & Housing,39,72.33,74.42,72.52,70.13
455,Cboe Global Markets,Chicago,IL,Financial,38,72.33,85.71,64.66,66.7
456,Gates Industrial,Denver,CO,Capital Goods,61,72.25,73.48,63.79,79.57
457,Semtech,Camarillo,CA,Technology,58,72.19,72.05,70.92,73.68
458,Horace Mann Educators,Springfield,IL,Financial,39,72.17,70.76,74.74,71.08
459,Camden Property Trust,Houston,TX,Real Estate & Housing,40,72.08,75.18,67.83,73.31
460,The Allstate,Northbrook,IL,Financial,40,72.07,65.39,82.67,68.21
461,Mid-America Apartment Communities,Memphis,TN,Real Estate & Housing,41,72.05,76.56,58.21,81.46
462,GXO,Greenwich,CT,Transport & Logistics,12,72.04,64.42,68.64,83.12
463,Montrose Environmental,North Little Rock,AR,Professional Services,19,72.03,67.78,72.19,76.18
464,Omega Healthcare Investors,Hunt Valley,MD,Real Estate & Housing,42,72.02,81.41,68.15,66.59
465,KB Home,Los Angeles,CA,Real Estate & Housing,43,71.96,71.35,68.16,76.44
466,Clearwater Paper,Spokane,WA,Materials & Chemicals,41,71.92,75.88,60.01,79.94
467,AES,Arlington,VA,Energy & Utilities,37,71.9,64.01,86.14,65.62
468,Catalent,Somerset,NJ,"Health Care, Life Sciences & Pharmaceuticals",38,71.9,85.11,67.54,63.13
469,The ODP,Boca Raton,FL,Retail & Consumer Goods,61,71.86,60.09,74.22,81.34
470,Dorman Products,Colmar,PA,Automotive & Components,17,71.81,76.3,54.26,84.94
471,Worthington Industries,Columbus,OH,Materials & Chemicals,42,71.77,89.53,49.33,76.55
472,MKS Instruments,Andover,MA,Technology,59,71.77,78.18,69.84,67.37
473,AIG,New York City,NY,Financial,41,71.73,52.55,83.94,78.75
474,Dexcom,San Diego,CA,"Health Care, Life Sciences & Pharmaceuticals",39,71.73,63.86,64.41,86.96
475,Dominion Energy,Richmond,VA,Energy & Utilities,38,71.72,65.33,79.53,70.35
476,Domino's Pizza,Ann Arbor,MI,"Hotels, Dining & Leisure",12,71.69,75.85,70.81,68.49
477,Broadridge,Lake Success,NY,Financial,42,71.59,67.88,73.45,73.51
478,Hecla Mining,Coeur d'Alene,ID,Materials & Chemicals,43,71.56,76.35,63.04,75.36
479,CF Industries Holdings,Deerfield,IL,Materials & Chemicals,44,71.5,50.44,78.5,85.59
480,United Airlines,Chicago,IL,Transport & Logistics,13,71.46,65.47,77.27,71.7
481,United Parcel Service,Atlanta,GA,Transport & Logistics,14,71.33,59.79,83.3,70.97
482,ADM,Chicago,IL,Materials & Chemicals,45,71.31,66.39,58.47,89.15
483,Carpenter Technology,Philadelphia,PA,Materials & Chemicals,45,71.31,82.52,67.24,64.27
484,Hillenbrand,Batesville,IN,Capital Goods,62,71.31,74.24,59.02,80.73
485,APA Corporation,Houston,TX,Energy & Utilities,39,71.3,67.76,69.36,76.84
486,PotlatchDeltic,Spokane,WA,Capital Goods,63,71.29,73.74,69.55,70.64
487,Chegg,Santa Clara,CA,Professional Services,20,71.27,61.34,74.26,78.27
488,Yelp,San Francisco,CA,Media & Telecommunications,18,71.21,55.73,67.37,90.59
489,Automatic Data Processing,Roseland,NJ,Technology,60,71.14,65.48,67.8,80.22
490,GrafTech International,Brooklyn Heights,OH,Capital Goods,64,71.13,75.56,57.51,80.4
491,Cousins Properties,Atlanta,GA,Real Estate & Housing,44,71.12,80.64,61.34,71.46
492,Atkore,Harvey,IL,Capital Goods,65,71.11,73.5,64.61,75.31
493,THOR Industries,Elkhart,IN,Automotive & Components,18,71.11,72.84,56.45,84.12
494,Peabody Energy,St. Louis,MO,Energy & Utilities,40,71.08,62.9,74.61,75.8
495,West Pharmaceutical Services,Exton,PA,"Health Care, Life Sciences & Pharmaceuticals",40,71.07,88.47,56.11,68.73
496,NRG Energy,Houston,TX,Energy & Utilities,41,71.05,67.38,79.8,66.05
497,Endeavour Group,Beverly Hills,CA,Professional Services,21,71.02,76.84,67.54,68.74
498,National Vision,Duluth,GA,Retail & Consumer Goods,62,70.97,64.23,72.56,76.2
499,Qorvo,Greensboro,NC,Technology,61,70.97,80.07,50.63,82.28
500,Summit Materials,Denver,CO,Materials & Chemicals,47,70.92,73.09,69.6,70.16
501,Materion,Mayfield Heights,OH,Technology,62,70.92,82.86,59.38,70.59
502,Movado Group,Paramus,NJ,Retail & Consumer Goods,63,70.9,61.84,72.03,78.89
503,Timken,North Canton,OH,Capital Goods,66,70.87,85.21,56.26,71.24
504,IDEXX Laboratories,Westbrook,ME,"Health Care, Life Sciences & Pharmaceuticals",41,70.86,65.01,75.45,72.17
505,Vistra,Irving,TX,Energy & Utilities,42,70.85,69.49,70.61,72.52
506,Taylor Morrison,Scottsdale,AZ,Real Estate & Housing,45,70.76,55.49,70.35,86.49
507,Ametek,Berwyn,PA,Technology,63,70.71,75.18,58.99,78.03
508,Alamo Group,Seguin,TX,Transport & Logistics,15,70.67,85.62,53.29,73.18
509,SunPower,San Jose,CA,Energy & Utilities,43,70.65,88.78,57.7,65.55
510,Vulcan Materials,Birmingham,AL,Capital Goods,67,70.63,75.74,70.84,65.39
511,Netflix,Los Gatos,CA,Media & Telecommunications,19,70.58,70.86,71.4,69.55
512,Alaska Air,Seattle,WA,Transport & Logistics,16,70.54,57.66,86.0,68.03
513,Triumph,Berwyn,PA,Automotive & Components,19,70.5,86.29,61.49,63.82
514,Toast,Boston,MA,Software,16,70.49,82.2,63.77,65.57
515,Global Payments,Atlanta,GA,Financial,43,70.48,78.13,61.13,72.25
516,Coeur Mining,Chicago,IL,Materials & Chemicals,48,70.45,66.67,78.7,66.07
517,Sensient Technologies,Milwaukee,WI,Materials & Chemicals,49,70.43,75.51,62.34,73.52
518,Ulta Beauty,Bolingbrook,IL,Retail & Consumer Goods,64,70.4,65.95,74.75,70.55
519,Evergy,Kansas City,MO,Energy & Utilities,44,70.38,53.82,85.42,71.95
520,TJX Companies,Framingham,MA,Retail & Consumer Goods,65,70.34,68.29,75.48,67.33
521,Jack Henry & Associates,Monett,MO,Financial,44,70.34,67.39,67.08,76.61
522,Helmerich & Payne,Tulsa,OK,Energy & Utilities,45,70.29,59.85,62.85,88.25
523,ADT,Boca Raton,FL,Professional Services,22,70.29,78.2,53.45,79.29
524,Tradeweb Markets,New York City,NY,Financial,45,70.26,65.55,66.19,79.12
525,Brunswick,Mettawa,IL,Capital Goods,68,70.24,79.45,58.15,73.21
526,Progress Software,Burlington,MA,Software,17,70.23,84.39,53.65,72.73
527,Advance Auto Parts,Raleigh,NC,Automotive & Components,20,70.21,66.93,75.79,67.98
528,Royal Gold,Denver,CO,Energy & Utilities,46,70.17,62.45,70.36,77.77
529,Alliant Energy,Madison,WI,Energy & Utilities,47,70.15,67.66,78.69,64.16
530,Coherent,Saxonburg,PA,Technology,64,69.99,84.47,67.23,58.35
531,The Cheesecake Factory,Calabasas,CA,"Hotels, Dining & Leisure",13,69.98,82.19,60.27,67.58
532,Western Midstream,The Woodlands,TX,Energy & Utilities,48,69.98,48.2,70.33,91.47
533,BWX Technologies,Lynchburg,VA,Capital Goods,69,69.97,69.1,60.08,80.81
534,Papa John's International,Louisville,KY,"Hotels, Dining & Leisure",14,69.97,60.52,74.37,75.07
535,Hawkins,Roseville,MN,Materials & Chemicals,50,69.91,80.23,49.36,80.22
536,MSCI,New York City,NY,Technology,65,69.9,75.24,67.37,67.16
537,Truist,Charlotte,NC,Financial,46,69.81,64.53,79.95,65.02
538,Clearway Energy,Princeton,NJ,Energy & Utilities,49,69.79,77.97,64.51,66.99
539,Kontoor,Greensboro,NC,Retail & Consumer Goods,66,69.74,78.82,51.53,78.96
540,Quest Diagnostics,Secaucus,NJ,"Health Care, Life Sciences & Pharmaceuticals",42,69.72,65.92,76.81,66.51
541,Franklin Resources,San Mateo,CA,Financial,47,69.67,67.28,65.24,76.54
542,Unifi,Greensboro,NC,Materials & Chemicals,51,69.62,74.36,60.87,73.7
543,Amkor Technology,Tempe,AZ,Technology,66,69.6,76.65,63.09,69.12
544,Marriott Vacations Worldwide,Orlando,FL,"Hotels, Dining & Leisure",15,69.58,76.09,53.1,79.63
545,Entegris,Billerica,MA,"Health Care, Life Sciences & Pharmaceuticals",43,69.55,83.41,59.65,65.68
546,Sanmina,San Jose,CA,Technology,67,69.48,72.25,65.29,70.96
547,TreeHouse Foods,Oak Brook,IL,Retail & Consumer Goods,67,69.41,81.69,64.91,61.7
548,TransDigm,Cleveland,OH,Capital Goods,70,69.36,74.46,57.58,76.12
549,Entergy,New Orleans,LA,Energy & Utilities,50,69.34,48.94,85.34,73.78
550,Dentsply Sirona,Charlotte,NC,"Health Care, Life Sciences & Pharmaceuticals",44,69.21,80.15,57.65,69.89
551,Teradyne,North Reading,MA,Technology,68,69.19,77.07,55.97,74.61
552,TimkenSteel,North Canton,OH,Materials & Chemicals,52,69.16,69.51,61.96,76.09
553,News Corp,New York City,NY,Media & Telecommunications,20,69.14,72.07,59.77,75.65
554,AAR,Wood Dale,IL,Transport & Logistics,17,69.14,66.1,56.8,84.57
555,Tyler Technologies,Plano,TX,Software,18,69.12,66.31,64.97,76.13
556,Louisiana-Pacific,Nashville,TN,Capital Goods,71,69.05,65.78,62.45,78.97
557,Snap-on,Kenosha,WI,Capital Goods,72,69.03,82.69,51.79,72.69
558,Quaker Houghton,Conshohocken,PA,Materials & Chemicals,53,68.95,69.19,56.36,81.36
559,Flowers Foods,Thomasville,GA,Retail & Consumer Goods,68,68.88,87.26,50.98,68.48
560,Paramount Global,New York City,NY,Media & Telecommunications,21,68.86,67.04,72.11,67.49
561,Akamai,Cambridge,MA,Media & Telecommunications,22,68.85,62.12,67.48,77.0
562,Old Dominion Freight Line,Thomasville,NC,Transport & Logistics,18,68.83,62.21,72.55,71.79
563,Dollar General,Goodlettsville,TN,Retail & Consumer Goods,69,68.8,69.45,73.3,63.72
564,Constellation Energy,Baltimore,MD,Energy & Utilities,51,68.72,52.97,83.26,69.99
565,Choice Hotels,Rockville,MD,"Hotels, Dining & Leisure",16,68.71,72.93,68.63,64.63
566,Teledyne Technologies,Thousand Oaks,CA,Technology,69,68.7,86.13,55.59,64.45
567,Avanos Medical,Alpharetta,GA,"Health Care, Life Sciences & Pharmaceuticals",45,68.67,71.45,71.26,63.37
568,"CNO Financial Group, Inc.",Carmel,IN,Financial,48,68.56,63.89,73.84,68.01
569,The Children's Place,Secaucus,NJ,Retail & Consumer Goods,70,68.5,81.38,63.75,60.45
570,The Hanover,Worcester,MA,Financial,49,68.43,73.26,62.65,69.46
571,Tronox,Stamford,CT,Materials & Chemicals,54,68.39,62.13,66.0,77.1
572,Arrow Electronics,Centennial,CO,Technology,70,68.35,63.09,71.05,70.99
573,Fastenal,Winona,MN,Retail & Consumer Goods,71,68.33,73.59,60.71,70.75
574,Integra,Princeton,NJ,"Health Care, Life Sciences & Pharmaceuticals",46,68.32,57.49,61.01,86.51
575,Western Union,Denver,CO,Financial,50,68.25,59.14,76.99,68.66
576,American Airlines,Fort Worth,TX,Transport & Logistics,19,68.19,63.12,67.06,74.47
577,Ameriprise Financial,Minneapolis,MN,Financial,51,68.16,68.57,63.5,72.49
578,Frontdoor,Memphis,TN,Real Estate & Housing,46,68.06,47.85,73.48,82.91
579,Universal Display,Ewing,NJ,Technology,71,68.05,77.67,59.18,67.36
580,Graphic Packaging Holding Company,Atlanta,GA,Materials & Chemicals,55,67.98,60.6,63.58,79.81
581,NNN REIT,Orlando,FL,Financial,52,67.94,61.67,70.7,71.5
582,UFP Industries,Grand Rapids,MI,Real Estate & Housing,47,67.93,77.41,44.96,81.5
583,YETI,Austin,TX,Retail & Consumer Goods,72,67.91,65.55,69.37,68.85
584,Boyd,Las Vegas,NV,"Hotels, Dining & Leisure",17,67.86,77.41,53.03,73.21
585,Crane,Stamford,CT,Materials & Chemicals,56,67.82,74.48,69.78,59.28
586,Piedmont,Atlanta,GA,Real Estate & Housing,48,67.81,81.32,44.88,77.32
587,BellRing,St. Louis,MO,Retail & Consumer Goods,73,67.8,68.76,61.88,72.81
588,Applied Industrial Technologies,Cleveland,OH,Capital Goods,73,67.77,61.59,57.27,84.52
589,PACCAR,Bellevue,WA,Transport & Logistics,20,67.75,75.82,55.65,71.85
590,Expeditors International of Washington,Seattle,WA,Transport & Logistics,21,67.57,67.01,66.29,69.47
591,Rogers Corporation,Chandler,AZ,Technology,72,67.55,77.12,56.21,69.4
592,Expro,Houston,TX,Energy & Utilities,52,67.54,77.29,61.52,63.89
593,SJW Group,San Jose,CA,Capital Goods,74,67.5,76.37,62.22,63.98
594,Ally Financial,Detroit,MI,Financial,53,67.26,63.0,67.19,71.66
595,LKQ,Chicago,IL,Retail & Consumer Goods,74,67.26,68.19,64.11,69.54
596,Fossil,Richardson,TX,Retail & Consumer Goods,75,67.26,80.15,50.11,71.59
597,Okta,San Francisco,CA,Software,19,67.12,77.73,63.97,59.74
598,Spectrum Brands,Middleton,WI,Retail & Consumer Goods,76,67.11,66.29,66.85,68.25
599,Modine Manufacturing,Racine,WI,Capital Goods,75,67.09,67.48,55.6,78.25
600,Forward,Greeneville,TN,Transport & Logistics,22,67.07,56.42,59.45,85.4
